 Metabolite_name	RefMet_name	AF_1-1	AF_1-2	AF_1-3	AF_2-1	AF_2-2	AF_2-3	AF_3-1	AF_3-2	AF_3-3	AF_4-1	AF_4-2	AF_4-3	AF_5-1	AF_5-2	AF_5-3	AF_6-1	AF_6-2	AF_6-3	AF_7-1	AF_7-2	AF_7-3	AF_8-1	AF_8-2	AF_8-3	NoAF_1-1	NoAF_1-2	NoAF_1-3	NoAF_2-1	NoAF_2-2	NoAF_2-3	NoAF_3-1	NoAF_3-2	NoAF_3-3	NoAF_4-1	NoAF_4-2	NoAF_4-3	NoAF_5-1	NoAF_5-2	NoAF_5-3	NoAF_6-1	NoAF_6-2	NoAF_6-3	NoAF_7-1	NoAF_7-2	NoAF_7-3	NoAF_8-1	NoAF_8-2	NoAF_8-3
Factors	-	Sample source:LECs | Treatment:AF_EAT media	Sample source:LECs | Treatment:AF_EAT media	Sample source:LECs | Treatment:AF_EAT media	Sample source:LECs | Treatment:AF_EAT media	Sample source:LECs | Treatment:AF_EAT media	Sample source:LECs | Treatment:AF_EAT media	Sample source:LECs | Treatment:AF_EAT media	Sample source:LECs | Treatment:AF_EAT media	Sample source:LECs | Treatment:AF_EAT media	Sample source:LECs | Treatment:AF_EAT media	Sample source:LECs | Treatment:AF_EAT media	Sample source:LECs | Treatment:AF_EAT media	Sample source:LECs | Treatment:AF_EAT media	Sample source:LECs | Treatment:AF_EAT media	Sample source:LECs | Treatment:AF_EAT media	Sample source:LECs | Treatment:AF_EAT media	Sample source:LECs | Treatment:AF_EAT media	Sample source:LECs | Treatment:AF_EAT media	Sample source:LECs | Treatment:AF_EAT media	Sample source:LECs | Treatment:AF_EAT media	Sample source:LECs | Treatment:AF_EAT media	Sample source:LECs | Treatment:AF_EAT media	Sample source:LECs | Treatment:AF_EAT media	Sample source:LECs | Treatment:AF_EAT media	Sample source:LECs | Treatment:No AF_EAT media	Sample source:LECs | Treatment:No AF_EAT media	Sample source:LECs | Treatment:No AF_EAT media	Sample source:LECs | Treatment:No AF_EAT media	Sample source:LECs | Treatment:No AF_EAT media	Sample source:LECs | Treatment:No AF_EAT media	Sample source:LECs | Treatment:No AF_EAT media	Sample source:LECs | Treatment:No AF_EAT media	Sample source:LECs | Treatment:No AF_EAT media	Sample source:LECs | Treatment:No AF_EAT media	Sample source:LECs | Treatment:No AF_EAT media	Sample source:LECs | Treatment:No AF_EAT media	Sample source:LECs | Treatment:No AF_EAT media	Sample source:LECs | Treatment:No AF_EAT media	Sample source:LECs | Treatment:No AF_EAT media	Sample source:LECs | Treatment:No AF_EAT media	Sample source:LECs | Treatment:No AF_EAT media	Sample source:LECs | Treatment:No AF_EAT media	Sample source:LECs | Treatment:No AF_EAT media	Sample source:LECs | Treatment:No AF_EAT media	Sample source:LECs | Treatment:No AF_EAT media	Sample source:LECs | Treatment:No AF_EAT media	Sample source:LECs | Treatment:No AF_EAT media	Sample source:LECs | Treatment:No AF_EAT media
1_5-Anhydro-glucitol-4TMS	1,5-Anhydrosorbitol																																																
Glyceric acid-3TMS	Glyceric acid	40368	31956	86126	77874	70394	127069	83393	49510	51053	59996	49333	40775	34881	41371	39527	48641	47716	37912	38553	272369	46448	44111	42797	44994	42235	43976	25553	37949	37348	28148	28538	35952	38381	409994	39514	36445	33281	46733	30858	49166	30952	34236	44040	19734	35700	30624	61074	28458
Glycerol 2-phosphate-4TMS	sn-Glycero-2-phosphate	46850	50344	56538	46230	59766	59147	48817	51318	61259	47759	62809	47856	52108	65115	57337	59209	60201	64137	49830	118434	65049	57535	68991	64060	69246	53986	54154	70870	50458	54375	62046	61284	50401	53234	58497	60887	63537	59451	53846	70283	56474	67490	64469	62142	62015	73002	72730	53796
Glycerol 3-phosphate-4TMS	sn-Glycero-3-phosphate	2847436	2740781	3901248	3200940	3663301	3591562	2386820	3129827	3353219	3304827	3848446	2824374	2799772	3574882	3665676	3739500	3702615	3770130	3022805	1478099	3233670	3277678	3198973	3447498	4495341	3297395	3632957	4891154	3079743	3703148	4027974	3868372	3290085	3185629	4136339	4090941	4254153	3842939	3418898	4063531	3980430	4454219	4116039	3182480	3782119	4084196	4283159	3206576
Glycerol-3TMS	Glycerol			6302																																													
Glycine-2TMS	Glycine	59310	48755	64286	93057	77875	71896	76874	63130	70973	50940	59841	55880	47480	74900	52147	48047	58746	49197	42896	60059	102565	81980	130130	58902	82077	80290	86610	114639	77302	83830	82231	95228	97543	139697	132844	89685	61729	58372	85406	87814	74725	67350	63839	47730	68715	64897	70833	61627
Glycine-3TMS	Glycine	9023858	8551461	10314345	10236865	10244605	10062017	10090111	11940277	10758938	9564373	10425224	8073131	8408174	10625020	9969550	10304877	11128116	10523409	9426414	11772688	12162187	12357563	12484906	10965739	8295080	7044685	8062114	10258115	8014640	8633905	9026086	9181713	8484201	9673813	10528316	9791756	9461262	9039431	8522227	9904683	9851306	10014351	9706830	8700587	9548514	10586858	12153349	8893141
Glycolic acid-2TMS	Glycolic acid	250491	205168	365428	229977	269780	323748	319869	331415	332077	256228	288525	258706	249844	354479	295254	282258	378222	368356	335232	1361241	434817	326341	431505	370679	189180	153298	178610	188580	256671	235966	216584	321130	353318	1089123	385858	420452	177633	198909	205583	345993	230960	326169	400092	286381	401990	344113	428685	435577
Glycyl-Glycine-4TMS	Gly-Gly			2473		3269				2252	2750	1848			2881		3332	3140	3650	2806			2324		2575	3722			2814		3636		1919	1833	2589	1698			3068						3298	2416		3663	
Glyoxylic acid-meto-TMS	Glyoxylic acid																																																
Glyoxylic acid-oxime-2TMS																																																	
Guanine-3TMS	Guanine	49270	45135	43079	40309	40962	34613	42306	40726	47010	39318	1303	32014	36140	43695	42436	44714	38952	39553	41133	3973	46070	49455	59039	54627	54169	73519	78959	66629	52888	58565	55510	52249	48084	46006	51351	53569	55407	51104	44022	48642	48619	55795	55862	63253	64354	54370	56425	45088
Guanosine-5TMS	Guanosine																																																
Hexanoylglycine-2TMS	NA-Gly 6:0																																																
Hexanoylglycine-TMS	NA-Gly 6:0																																																
Hippuric acid-2TMS	Hippuric acid																																																
Hippuric acid-TMS	Hippuric acid	6686		28361	4728		48045							19794	31080		6103		1492	2656								8204			5540	5319	4254	8286			7573			5316	55986		8827		27099	7911	526		26350
Histamine-3TMS	Histamine				948																					969										1076												640	
Histidine-3TMS	Histidine	1299349	733886	580351	559756	429169	397076	924223	968527	439109	757683	605594	450981	926316	779537	891640	493918	293506	532668	844600	12643	290460	418827	755835	466615	2480065	1491970	1654283	1827294	1131188	992770	1030167	850519	1316744	1533076	1078670	882262	1385365	1367350	1126343	1424459	1307521	975199	643819	783648	453639	587727	604596	1789188
Histidinol-3TMS	L-Histidinol																																										3418						
Homocysteine-3TMS	Homocysteine	39992	22733	93159	28262	32230	32994	44430	31536	51782	36488	30925	22153	27142	27932	32392	26204	30139	28728	28405		38750	26345	25639	27472	42896	32887	46903	75875	41969	45568	56010	46741	47492	94053	103982	55697	57561	43121	50801	147994	52174	48173	160465	30654	142416	38418	94918	36492
Homocystine-4TMS	Homocystine																																																
Homogentisic acid-3TMS	Homogentisic acid																																																
Homoserine-3TMS	Homoserine																																																
Homovanillic acid-2TMS	Homovanillic acid																																																
Hydroquinone-2TMS	Hydroquinone			8815	2381	1989		2303	5325		4992		1447	6313		1936	5161	5276	5315	4680	2343	5937			1138	3791	8364	1893		2326	5487				3297		5204	3848	1859	1428		2753	5052						
Hydroxylamine-3TMS	Hydroxylamine	10219822	12375632	11442491	8772792	11368931	10630249	10202565	12489462	11617564	9276604	9367954	8351788	9639812	8213751	9468414	9187876	8049864	9761149	10283347	9357468	8270280	8465802	10038796	9610136	8962412	7571013	7200685	6794355	7944712	8114159	8331412	6809556	6199131	5077244	6315926	9047407	9780847	9890260	9874447	8417424	7801139	9762555	10405420	11112562	8128475	10164614	9105862	8362892
Hypotaurine-3TMS	Hypotaurine	532424	881650	337669	906868	1012574	1038791	533387	1012909	569797	821750	1030912	837224	681318	1067690	1112850	1121930	1080530	1161937	942553	1051158	886727	1112190	1075401	1134226	1260788	864977	1009671	1186313	1053948	1181174	949676	1131517	1007118	400023	653256	1303522	1188483	1241918	1026712	384245	1296896	1486755	177643	916853	197888	1207214	814626	969756
Hypoxanthine-2TMS	Hypoxanthine		7634	7516	6873	9052	8991		8721		7724	7617	7880	7359	9785	8276		8190	8257	7424			6405	9842		10890	9004	9782	12266	4067	9576		9273		10567	9419	9788	9777	6534	7838	10300		6836	7833	8442	9570	9863	8891	10431
Indol-3-acetic acid-2TMS	Indoleacetic acid																																																
Indol-3-acetic acid-TMS	Indoleacetic acid																																																
Inosine-4TMS	Inosine	6398					6198		7331	746	1050	2736				3588		3328					9766			4716	7321	2681	5143		2742	7485	9589					3061	2291	625	1130		4415			2820			
Inosine monophosphate-5TMS	IMP																																	1662															
Inositol-6TMS(1)	Inositol																				22070	1549															1313												
Inositol-6TMS(2)	Inositol	2497075	1777051	2069278	2584238	2377718	2357132	2009985	1756762	1772075	2416972	2381763	1851466	2073046	2081321	1903117	2853440	2435203	2356109	2128548	2249528	2186413	2718188	2455072	2487497	3414019	2008462	2093018	3712549	1991741	2194906	3177206	2273404	1889244	2892201	2454764	2178199	3235107	2245153	1858359	2838872	2373244	2178388	2741568	1835733	2021921	2741577	2700738	2023393
Inositol phosphate-7TMS	Inositol phosphate	1373479	1328664	1663119	1465502	1666757	1623455	1315822	1657438	1635993	1502218	1759672	1283575	1289594	1635763	1622162	1654950	1656942	1657686	1427357	2245902	2099274	2009741	1903628	1930686	1737287	1827839	1679352	2028069	1533972	1791929	1732952	1850180	1630237	1642543	1915471	1857757	1791530	1760127	1594717	1755724	1842386	1910458	1718168	1699493	1762974	1747433	1991108	1589756
Isobutyrylglycine-2TMS	Isobutyrylglycine																																																
Isobutyrylglycine-TMS	Isobutyrylglycine																																																
Isocitric acid-4TMS	Isocitric acid	4022	3486	5103	3566	4082	2563	3430	7906	5929		4975	4308	6661	5780	8554	4627	2802	4741	3966	14642	6658		4975		4762	7445	6740	8282	5485	6025	4026	6466	6388	15247	6806	6807	4437		4811	6240	6103	6723	3592	5312	4856	2899		
Isoleucine-2TMS	Isoleucine	5007700	4319816	5560986	4599339	4805735	4635713	5445379	5352781	5290290	4489066	4327679	3917275	4450979	4507858	4829357	3771505	3784258	4309735	4137125	4365543	4638723	4552251	3823928	4186944	9615945	7402658	8706930	8839734	6577658	7557566	7597945	7304541	6734259	6622669	7281788	6561730	7076713	6003691	5723716	7396421	6514084	6870308	5840475	4726997	5341486	5644290	5505002	4498814
Isoleucine-d10-2TMS																					4034																				1744								
Isomaltose-meto-8TMS(1)	Isomaltose																															1836																	
Isomaltose-meto-8TMS(2)	Isomaltose							813							560			1122	3329					910								1812			15022				2124			614		1100					
Isovalerylglycine-2TMS	Isovalerylglycine																																																
Isovalerylglycine-TMS	Isovalerylglycine																																																
Juniperic acid-2TMS	Juniperic acid																																																
Kynurenic acid-2TMS	Kynurenic acid																																																
Kynurenine-2TMS	Kynurenine	347	6708	7297	7610		1340			3445		5684	3102	1463		677	566	2288		4218			828	5961			4887		10152	6989		8189	594	11616	13012		1056		5027		640	5214	6880	10888	3380		1304	1126	5066
Kynurenine-3TMS	Kynurenine																																																
Kynurenine-d6-3TMS																																																	
Lactic acid-13C3-2TMS	Lactic acid																																																
Lactic acid-2TMS	Lactic acid	9967883	8461085	15748593	8127463	12234716	12563920	11782509	18248048	15166538	10675267	12507090	14749016	13036089	14815729	15987718	15190805	21128163	19522347	16852822	20190686	19291703	18344106	23251730	18036140	7532651	7832050	10851177	9965829	13717878	15466130	13134989	18944146	18947628	24220249	15071623	24797772	9662673	10094588	10495635	12426628	11068167	22514996	13649418	13079711	13937152	20565839	15314598	23465681
Lactitol-9TMS	Lactitol																																		10535													8597	
Lactose-meto-8TMS(1)	Lactose	36049	37741	49159	37177	46494	43200	37420	43128	45969	39052	48089	34994	32572	46804	44241	44197	44558	45395	34972	61873	51318	43854	46006	47555	46407	37352	44050	56497	41235	50084	47228	48839	43635	58354	57765	57629	45895	50159	44113	49142	55346	58799	46673	38073	48776	45143	484295	42820
Lactose-meto-8TMS(2)	Lactose		5181	6336	5446	4988	4693		5030			6385	3648	5144	4903	4768			5904	4821	6905	5808	5271	2503	5707	6071	6049	4514	5833	3517	5435	6464	6144	3712	7065	8760	6274	5249	9669	3591	4841	7959	8126	5486	3043	5122	4513	69801	5519
Lauric acid-d3-TMS																																																	
Lauric acid-TMS	Lauric acid	143260	113541	181503	130826	134062	138261	97643	112279	125734	77379	123356	83813	76503	100200	79896	107209	94779	92998	101245	697047	121973	101625	135943	104841	107866	109322	112243	114233	130829	116266	95616	128741	129505	214128	126463	133617	140842	115944	78582	132251	107936	98834	87742	73216	104176	75099	138889	106335
Leucine-2TMS	Leucine	7888011	6944507	9185638	7377740	7844331	7824076	9009626	8975400	9081261	7353772	7263815	6343690	7276872	7676708	8272392	6353371	6360453	7217482	6872990	7688116	7817926	7812962	6444482	7138242	14505809	11126926	13109619	13232104	10077484	11843376	11669005	10997721	10427008	9733271	10728657	10066508	10813805	8836779	8638474	11161047	9977843	10724862	9197458	7449469	8464991	9035989	8772673	7110180
Linoleic acid-TMS	Linoleic acid	26829	22620	33249	39322	26514	31652	67498	68106	177765	37287	112719	49977	65293	271189	68011	122878	28339	40006	50741	209948	31384	66481	161917	27626	93033	66802	161147	62507	153237	88029	55095	84886	163395	154129	220303	89540	128226	203191	64121	83595	37593	29709	108101	55197	258613	25944	355571	61700
Lipoic acid-TMS	Lipoic acid																																																
Lysine-3TMS	Lysine	2716																											6956				1972		5762	6422					4575		1838						
Lysine-4TMS	Lysine	413686	277745	362076	252206	262727	231438	563746	449598	422525	286840	280056	285663	448359	349403	401427	217866	213441	307021	363307	321527	337288	318416	240416	308237	585247	388736	471966	631521	403422	479226	464211	415143	330455	482374	471782	407895	443755	328226	285367	546000	442173	492455	289113	237225	231410	307491	274546	224399
Lyxose-meto-4TMS(1)	Lyxose	1949		5342		3042	9517		3492	2110	7845			2659	3083	8320	2265		8184		18281	10484		8136	2517	7207		10886	14175		1860			9291		10856	1203	7830	1626	5921	8147	690				7015	3082	8957	
Lyxose-meto-4TMS(2)	Lyxose		1729				3871			825	2905				1041			1802			12684	5919	2129	2621					3767		1735				6322	3776	2936	2736					2813	1612		2150	1122	5053	1441
Maleic acid-2TMS	Maleic acid	4433	10091	16852	2909	4043	13211	7953	3461	3589	15132	21282	10967	3651	18974	18511	20537	15892	19409	4066	27034	5350	21186	21706	21191	5737	9282	5350	15348	6437	8786	11887	7537	5395	16771	10347	9786	16858	11948	4667	10388	11577	18398	5844	9663	10614	15977	13303	
Malic acid-13C4-3TMS	Malic acid																																																
Malic acid-3TMS	Malic acid	17564	18143	23441	19312	22737	23391	12842	15102	17002	19741	22378	14985	14006	18565	16919	18959	21715	18039	15297	84634	21532	18773	20874	19514	22918	22516	22439	34973	23261	25846	25896	28265	25418	73642	35044	30711	24915	28868	22890	21149	22433	25703	21167	19731	21410	19010	28909	20820
Malonic acid-2TMS	Malonic acid				13294	15056			10667		16795	11841		6665	9865						66437	16946	24041			13870		15031	6495	14435			23899		123352						15967		16688	9032		11989			
Maltitol-9TMS	Maltitol																																																
Maltose-meto-8TMS(1)	Maltose	16859	16292	17858	13636	16140	37201	37514	35496	44223	32854	40147	28353	32124	2931	36109	43017	35576	31395	36108	45039	36110	34965	31811	35213	31592	28260	22850	39220	33764	28260	5971	31625	32711	71025	45217	35016	33416	36392	36492	51143	45466	5230	41856	2342	42587	40675	80489	41744
Maltose-meto-8TMS(2)	Maltose																																															13414	
Mannitol-6TMS	Mannitol	309110	283370	1788688	377016	334412	313144	467368	413730	465096	443764	416833	367218	472364	478326	468048	482691	466433	406183	502514	591910	492747	479001	476335	466582	283049	231226	250216	365907	314500	316739	311460	306822	339828	580075	453411	380486	383793	370441	386086	528032	469089	440272	426485	342293	414139	463837	564622	462862
Mannose 6-phosphate-meto-6TMS(1)	Mannose 6-phosphate	14644	20302	27885	21700	38588	43609	7560	14201	15740	21762	8891	10724	14888	7219	35548	52298	23983	20524	12558	17616	6001	41950	35407	32330	11196		9886	15976	12371	17126	19442	38304	23523	8481	20443	24007	24010	17860	22420	13418	17270	42718	29869	18834	21450	26678	27193	19498
Mannose 6-phosphate-meto-6TMS(2)	Mannose 6-phosphate	22397	11184			2630	40156		23873		37554		22320	8891	40573	1371	1650	47578	33930		39130	1187		47879	3197				29710		31395	31452	32613	15008	14124			32490	30709	22854		14567	35804	2270			1266		27461
Mannose-meto-5TMS(1)	Mannose	4845322	2300817	3122275	1502969	1908454	1545004	7545425	3960155	4165832	2411471	2173193	3193809	5660261	3062083	3683397	1399095	1313499	3234171	4292798	3275095	3565390	3210868	2206452	3689233	4226245	1984737	2704124	8250604	4395171	4543981	4536374	3167422	2222701	8717815	7299748	4622396	5576162	2681838	2071867	8996355	5635920	6113892	2717178	2076695	1579255	3133086	2516381	2412897
Mannose-meto-5TMS(2)	Mannose																																																
Margaric acid-TMS	Margaric acid	93344	85499	154181	118646	96814	107983	108063	112793	134184	82838	95880	73365	73993	106278	84270	116725	94005	92161	95461	130167	114623	114573	119190	107524	97944	105565	96438	108418	87398	127008	96669	112771	107945	144735	127680	163156	136425	120116	90449	106531	117058	115151	104748	107775	130838	102483	123837	134125
Melatonin-TMS	Melatonin																																																
Mesaconic acid-2TMS	Mesaconic acid																				12432																												
meso-Erythritol-4TMS	Erythritol	3234	2842		3744	3656	4489	3851		4363	3804		3599	3093	5858	5149	3447	5353	4458	2773	22314	4201		4998	4927	4288			4248	4054	3320	3110	5363	4562	30475	5338	4536	4095	4616	4351	5495	5745	5959		3212		5185	5957	5235
Methionine-2TMS	Methionine	75034	94267	73867	110806	112160	118013	77873	101656	96259	82249	89403	76030	67251	86803	96348	84560	81370	95347	71154	90116	84884	94655	82554	82410	246077	186910	214437	170848	144016	171626	170490	175955	164646	78172	108350	132629	139570	133616	117588	39353	121041	136142	27769	99453	35966	126506	80499	85448
Methionine sulfone-2TMS	Methionine sulfone																																																
Methoprene acid-TMS		2241		378	2523		2163	891					2922		3664				595				591						988		2352					4123	517				777								
Methylmalonic acid-2TMS	Methylmalonic acid																																																
Methylsuccinic acid-2TMS	Methylsuccinic acid		2101	4036					1904		3862	5257						1841			28328	1608		3046	3842	2750				1344		2061		1955	7373	3045					3403	2150	2834					2634	
Metoprolol-2TMS	Metoprolol																																																
Metoprolol-TMS	Metoprolol																																																
Mevalonic lactone-TMS																																																	
Monostearin-2TMS																																																	
Myristic acid-TMS	Myristic acid	788501	695114	837189	768274	616433	656012	677266	651154	664601	511803	564814	487842	894112	900356	690134	1215747	972385	940643	1142794	1353224	1021429	1220183	1062353	985888	899094	569056	541062	752340	593068	650718	638279	602031	544588	927408	739340	794792	725087	584600	472974	1218606	1021514	788650	620904	544711	641984	645034	720737	686504
N6-Acetyllysine-2TMS	N6-Acetyllysine			1167						2475				687					821	3793						6445	2589	2401	2187	2813			1949					909			2268								1481
N6-Acetyllysine-3TMS	N6-Acetyllysine																																																
N-Acetylaspartic acid-2TMS	N-Acetylaspartic acid	1621			2464	3502					2285		2545	1067		2365				945	2154					2395		2050					3522	2172			2536						1508					2529	
N-Acetylaspartic acid-3TMS	N-Acetylaspartic acid	8527	10042	9647	9027	11555	7928	7869	11351	11300	9492	1640	10246	8959	12941	13265	12448	11168	13336	9888	8229	17199	11266	15963	13488	11412	6895	7206	751	7369	8959	8369	9589	6798	7551	9382	12252	12040	14155	11026	12100	13441	2131	12474	1457	10449	11491	13869	9094
N-Acetylglutamine-2TMS	N-Acetylglutamine																							1270			1167																						
N-Acetylglutamine-3TMS	N-Acetylglutamine							12847		855	52665	4178		2416	1359					1671		1872	4669	1842		8174	2254	1551	4584	1817		2099	1732	490		1400	1707		2327		3218			5092	45105	1188	1209		942
N-Acetyl-Lysine-2TMS	N(2)-Acetyllysine																																																
N-Acetylmannosamine-meto-4TMS(1)	N-Acetyl-mannosamine		7774	9963	9335		8438	984		15045	8104	10479			13182		9654	6780		10776	18698	11683	10421	5972	8923	16019	17112	11364	17211	12365	11181		11544				10832	11293	10027	7370	14061	11884	13336	12401	6727	9518	9923	13542	8169
N-Acetylmannosamine-meto-4TMS(2)	N-Acetyl-mannosamine		3197	6350		4351	1035	3426				6234		4315	6405	1650		908	4082	3754	6459	2267	2445	6708		9652	7607	8693	4348	5017						5468	6608		2752	7168		2528	6807	3877	4672	3436	2691	7699	
N-Acetylneuraminic acid-6TMS	N-Acetylneuraminic acid																																																
N-Acetyl-Ornithine-4TMS	N-Acetylornithine				10330				1317		376	2822		3387		14726		1598		1758	1198	17749	3223	1189	964	419				1931	485			421		4721						3008					1368		1949
N-Acetylserine-2TMS	N-Acetylserine	48812	50310	69231	57219	58920	61152	53436	57438	58148	53676	62427	49904	50161	60591	62899	63540	68465	63235	47376	55087	65940	69335	64999	65464	66190	58600	67163			68195	66918	71416	62074	74290	80332	75099	62258	62122	57810	63946	68408	73060	59393	49342	60994	62945	69496	55447
N-Acetyltyrosine-2TMS	N-Acetyltyrosine	2675	1728	4324	2448			2491	1923	1869																4737	3227	4789	5590	2860	3074	3013	1761	5151	5568	5663	3560	1592	1907		5023	2910	2346	4036		2326	2205	3615	1631
N-Acetyltyrosine-3TMS	N-Acetyltyrosine																																																
N-Butyrylglycine-2TMS	NA-Gly 4:0																																																
N-Butyrylglycine-TMS	NA-Gly 4:0																																																
Niacinamide-TMS	Niacinamide	1148273	1114204	1381405	1208105	1194689	1134410	1010804	1010509	1131898	1084433	1159481	816895	848218	1148413	1080726	1135451	1252514	1100402	824163	178236	937644	1087688	1055709	1036844	1421831	1249171	1490497	1868630	1320715	1579665	1537546	1675346	1485145	1617502	1989359	1611858	1445954	1376161	1257571	1445159	1451399	1525273	1284432	1100562	1392544	1214817	1594452	1329942
Nicotinic acid-TMS	Nicotinic acid	11816	7657	12880	11993	11193	11477	13881	11676	11760	10976	12516	11060	11785	12572	8960	7417	14716	10020	11123	38767	20304	12298	17954	12299	13652	15700	12189	13512	13402	14172	14015	15677	19590	18525	13700	15055	12876	12413	12021	12934	10734	14596	12894	8180	13155	11718	13340	13113
Nonanoic acid-TMS	Pelargonic acid	1165124	825011	947328	1041386	954048	947830	2144530	1413049	3233729	1059597	2804776	1555310	1377338	2624363	2423522	2318370	3791256	1480249	2343693	5941895	2263449	1788492	3507013	2686081	1620267	1377923	1623598	1618672	2623976	1506888	1224459	2706398	2888243	2679568	3122128	1586698	2058486	2339726	1469809	1712664	2007796	2329867	2159979	1090174	2826672	1224117	3883602	1627208
Norepinephrine-5TMS	Norepinephrine	88766	87708	116471	88728	101898	91931	79936	105454	87096	81965	87840	64842	1667	84129	92690	7195	78752	83558	70351	39914	72581	7109	65732	70141	169573	165527	166189	197941	132869	163880	165237	178313	150681	151971	7332	149925	147756	154888	122870	136083	5847	11971	107068	7977	119326	123242	122841	98663
Norvaline-2TMS	Norvaline				1512									3070		3182					6543	5082			2085		1926			2864	2291		3953	2207				3953						1084		3676			3315
Norvaline-TMS	Norvaline										6703	8331				1376									187				181				196								166	6265						6533	
O-Acetylserine-2TMS	O-Acetylserine																		2753																											1858			
Octadecanol-TMS	Stearyl alcohol	72689	58670	126055	93316	94033	89975	84030	190134	206572	62326	74210	53826	61437	90846	82805	84874	61146	94379	73144	100801	76214	96057	74647	84188	77905	82320	75836	106345	78396	95377	78695	83728	82861	96811	82265	87979	92879	73004	75579	99641	81708	79484	67041	74236	85005	78770	184920	77297
Octanoic acid-TMS	Caprylic acid	383535	249344	346751	311972	319706	322391	251656	241800	374085	185604	324521	217108	207755	313786	273130	267221	319121	225956	303869	3694477	284375	266211	393200	317329	242925	220224	252997	251016	333037	254490	221541	325364	381504	322467	442906	259323	253373	330028	240172	206695	258854	283160	262819	222537	420189	194480	491551	250392
Octopamine-4TMS	Octopamine	2055	9096	13710	15198	14061	11372	7415	14470	8394	9142	10743	6932	7095	10763	12380	13127	11950	11276	8226	12702	10455	15486	11404	11809	14701	11102	11782	11567	8253	10980	9011	13512	12807	12663	12727	14287	14841	13522	10232	11371	11468	17876	9841	12927	9715	10113	15142	10031
Oleamide-TMS	Oleamide	26596	17926	4307	29089	19472			25133	28197	7841	23149	9194	8109	32023	21297	15358			8937	12638	11233	15117	2667		14270	13664		40403	18980	6712	8745	9042		22936		18867	31106		22233		20127	10039			9386	10486	5508	7507
Oleic acid-TMS	Oleic acid	261800	250957	335924	309764	303850	328943	312078	321205	374902	300382	341334	28285	296793	416765	319784	360519	293957	306079	286392	538739	465954	436297	463431	381301	350055	340474	381764	381503		389643	332867	376128	415203	425667	441571	416268	367236	394024	309452	341138	311844	317104		321798	395541	35385	468176	306531
O-Phosphoethanolamine-3TMS	Phosphoethanolamine	129811	130857	169306	172605	178791	162044	118227	140747	136773	142463	164405	122899	113515	150593	147330	149098	160140	140540	110632	44452	31134	123886	142981	116480	163409	173910	187833		155697	175316	160085	216201	2521	263486	294507	183290	170702	166523	145524	176921	179303	193633	144294	129274		150858	181058	
O-Phosphoethanolamine-4TMS	Phosphoethanolamine	745665	795272	1054935	896054	1032760	930111	494369	693089	739121	844241	1038715	720012	715421	941840	969412	997127	958043	896584	745894	742104	961317	988791	910145	930549	869860	825569	952031	1272476	822493	1073057	942926	1058842	911596	866730	1252363	1215664	973654	1056567	912491	933977	1082931	1263519	906570	793032	996908	967237	1125769	867281
O-Phospho-Serine-4TMS	DL-O-Phosphoserine	48113	9188	4278	42273	44661	4623	37479	48122	46786	45057	48809	37717	38994	55517	47292	4358	11579	7265	50695	974	4533	2349	12830	56184	3503	52949	4649	63866	3114	46990	56826	775	45005	45035	58718	2206	59654	40618		8956	54142	65447	7283	54456	5879	45240	7059	69504
Ornithine-3TMS	Ornithine		127818	175049	127119				212583	168727		158007		225408	158717	184178			182893	199946	58979	159256	181638	128073	176537	1383		205746			209722	209115			197511	213217	8328		189787		292960	9569	239148		149685				94677
Ornithine-4TMS	Ornithine	1055411	908451	1019797	1484633	1060267	971057	961046	1503622	1104206	983327	1084428	811125	978438	1110362	1070949	1082217	1080319	1112012	1025981	913114	1173140	1748370	1242053	1192916	1240632	781580	919397	1344904	820567	926824	995640	866731	804658	1152786	1255185	1070114	1269427	820861	817335	1285304	1036575	1148510	1036503	834512	838971	1149429	1218496	1028026
Ornithine-d7-4TMS			7777	7293		1334			3152					780			810		5399			4992	1170			5931						3153		8124			284							4325			4227		
Orotic acid-3TMS	Orotic acid	3515	2851		2529	3714	1332				1974				3187		2861	3256	1620		3950	1181		2633	180	4141		3765	2404	2395		4473			12336	4825	2610	4728				3939		2083				3347	414
Oxalacetic acid-3TMS	Oxaloacetic acid			23613	6092	10712	7455	34664	21847	33168		18708	5472	6333	22780	22933			24043			7116	7249	36466		15944	11673	6505			29993	30873	32053	35181		38692	31467	20737	16083	22960		26739	3895		3625	33447	30946	41417	38495
Oxalacetic acid-meto-2TMS	Oxaloacetic acid																																																
Oxalic acid-13C2-2TMS	Oxalic acid																																		11788														
Oxalic acid-2TMS	Oxalic acid	52634	51290	266450	370983	673924	560129	571024	884827	586425	419195	404422	395963	272012	240133	190030	180230	171256	142354	140432	174988	158500	123487	114176	110389	100147	113196	89617	88883	83846	72057	66433	72267	67925	73466	74763	77882	70061	67141	68448	76061	64583	63153	66409	58344	59715	60180	82213	77426
Palmitic acid-TMS	Palmitic acid	12184031	11554568	19843774	16377978	11123607	13636755	14803718	14310187	17539180	9200378	10956371	7739660	8558942	12217395	10294966	18138358	10755523	10586409	10907025	11931886	11303337	11759994	14711831	12579529	12086791	15144062	12646200	13180266	11438145	17910490	11659024	14815684	14028822	20459264	15565998	20506585	16213302	13773797	9898792	12274306	13561928	11334850	10133968	12648598	16622609	10457726	12525137	14762160
